'sample #','MLII','V1'
14023,995,1030
14024,999,1027
14025,1000,1028
14026,1000,1027
14027,996,1027
14028,996,1023
14029,997,1022
14030,997,1027
14031,1002,1031
14032,1005,1029
14033,1005,1025
14034,1002,1023
14035,1003,1028
14036,1001,1029
14037,1002,1025
14038,1002,1024
14039,998,1025
14040,993,1026
14041,997,1025
14042,995,1025
14043,998,1024
14044,999,1026
14045,997,1023
14046,996,1021
14047,994,1023
14048,995,1024
14049,992,1027
14050,991,1024
14051,985,1020
14052,983,1019
14053,982,1024
14054,986,1024
14055,992,1024
14056,992,1022
14057,993,1023
14058,993,1022
14059,994,1022
14060,993,1023
14061,995,1024
14062,995,1024
14063,998,1021
14064,1000,1023
14065,1002,1025
14066,1004,1027
14067,1005,1025
14068,1002,1024
14069,999,1023
14070,993,1023
14071,992,1023
14072,994,1026
14073,997,1028
14074,997,1030
14075,993,1025
14076,992,1024
14077,991,1024
14078,995,1028
14079,994,1025
14080,994,1025
14081,996,1027
14082,992,1028
14083,994,1024
14084,994,1027
14085,993,1027
14086,990,1025
14087,988,1023
14088,987,1025
14089,998,1029
14090,1011,1030
14091,1024,1027
14092,1039,1024
14093,1059,1025
14094,1079,1026
14095,1099,1025
14096,1123,1026
14097,1147,1029
14098,1174,1033
14099,1197,1030
14100,1221,1025
14101,1240,1027
14102,1244,1030
14103,1234,1027
14104,1209,1027
14105,1168,1027
14106,1106,1031
14107,1029,1032
14108,971,1035
14109,940,1038
14110,928,1038
14111,928,1034
14112,936,1031
14113,948,1035
14114,960,1036
14115,961,1034
14116,959,1029
14117,959,1028
14118,962,1027
14119,965,1028
14120,961,1025
14121,960,1027
14122,958,1028
14123,957,1023
14124,959,1020
14125,962,1020
14126,967,1022
14127,972,1021
14128,974,1019
14129,976,1019
14130,978,1020
14131,978,1021
14132,980,1021
14133,985,1021
14134,984,1023
14135,979,1019
14136,975,1016
14137,979,1018
14138,981,1022
14139,982,1023
14140,984,1019
14141,984,1016
14142,984,1018
14143,985,1019
14144,982,1021
14145,979,1021
14146,976,1024
14147,979,1021
14148,980,1017
14149,984,1018
14150,984,1021
14151,985,1022
14152,985,1019
14153,985,1018
14154,983,1021
14155,990,1024
14156,989,1023
14157,994,1021
14158,994,1022
14159,991,1019
14160,987,1016
14161,988,1018
14162,987,1020
14163,988,1021
14164,992,1019
14165,994,1015
14166,987,1014
14167,988,1019
14168,987,1020
14169,988,1018
14170,990,1018
14171,991,1019
14172,987,1019
14173,988,1018
14174,989,1018
14175,989,1021
14176,990,1019
14177,988,1014
14178,985,1016
14179,989,1019
14180,992,1020
14181,997,1020
14182,995,1017
14183,991,1017
14184,988,1017
14185,989,1017
14186,992,1016
14187,992,1020
14188,992,1020
14189,989,1015
14190,985,1012
14191,985,1015
14192,986,1020
14193,989,1016
14194,990,1014
14195,993,1013
14196,995,1017
14197,997,1018
14198,998,1016
14199,999,1015
14200,1002,1017
14201,1004,1014
14202,1004,1010
14203,1005,1016
14204,1009,1019
14205,1012,1020
14206,1012,1015
14207,1007,1011
14208,1008,1014
14209,1007,1016
14210,1009,1013
14211,1010,1015
14212,1010,1018
14213,1006,1016
14214,1006,1011
14215,1007,1011
14216,1008,1014
14217,1014,1013
14218,1017,1012
14219,1018,1008
14220,1017,1010
14221,1010,1013
14222,1010,1011
14223,1010,1009
14224,1019,1010
14225,1016,1008
14226,1012,1005
14227,1009,1006
14228,1007,1011
14229,1009,1012
14230,1012,1008
14231,1011,1005
14232,1010,1006
14233,1013,1007
14234,1014,1008
14235,1012,1005
14236,1010,1008
14237,1004,1006
14238,1003,1007
14239,1004,1008
14240,1005,1009
14241,1002,1009
14242,999,1006
14243,992,1004
14244,990,1007
14245,992,1009
14246,1001,1009
14247,1007,1008
14248,1007,1009
14249,1007,1008
14250,1005,1005
14251,1006,1005
14252,1006,1009
14253,1006,1012
14254,1009,1012
14255,1011,1007
14256,1015,1008
14257,1021,1012
14258,1022,1011
14259,1019,1008
14260,1009,1007
14261,1004,1007
14262,1004,1010
14263,1007,1007
14264,1010,1010
14265,1013,1011
14266,1007,1009
14267,999,1006
14268,989,1008
14269,990,1014
14270,993,1013
14271,1000,1010
14272,1005,1012
14273,1006,1011
14274,1006,1010
14275,1009,1010
14276,1010,1014
14277,1011,1015
14278,1016,1015
14279,1019,1010
14280,1019,1010
14281,1023,1015
14282,1023,1020
14283,1018,1020
14284,1015,1019
14285,1018,1016
14286,1022,1015
14287,1022,1019
14288,1023,1022
14289,1025,1024
14290,1024,1019
14291,1025,1018
14292,1025,1018
14293,1025,1024
14294,1024,1023
14295,1023,1021
14296,1019,1022
14297,1016,1023
14298,1014,1018
14299,1012,1017
14300,1020,1018
14301,1024,1023
14302,1023,1024
14303,1018,1016
14304,1016,1015
14305,1022,1023
14306,1034,1023
14307,1041,1019
14308,1039,1016
14309,1024,1019
14310,1006,1019
14311,993,1017
14312,992,1018
14313,1003,1020
14314,1010,1021
14315,1011,1014
14316,1000,1014
14317,999,1019
14318,1000,1022
14319,1008,1020
14320,1013,1018
14321,1015,1019
14322,1012,1024
14323,1007,1019
14324,1009,1018
14325,1009,1021
14326,1015,1022
14327,1024,1018
14328,1033,1016
14329,1039,1018
14330,1046,1025
14331,1034,1022
14332,1018,1018
14333,1004,1015
14334,998,1017
14335,1002,1020
14336,1008,1018
14337,1001,1017
14338,993,1021
14339,992,1020
14340,998,1016
14341,1010,1016
14342,1019,1019
14343,1019,1020
14344,1013,1017
14345,1001,1014
14346,990,1015
14347,982,1019
14348,983,1020
14349,993,1017
14350,1019,1017
14351,1047,1016
14352,1069,1015
14353,1085,1016
14354,1101,1019
14355,1122,1022
14356,1145,1018
14357,1174,1016
14358,1198,1014
14359,1222,1018
14360,1242,1020
14361,1251,1017
14362,1246,1016
14363,1238,1019
14364,1225,1017
14365,1197,1019
14366,1133,1018
14367,1059,1022
14368,1001,1027
14369,971,1026
14370,959,1023
14371,949,1026
14372,946,1029
14373,949,1030
14374,954,1024
14375,965,1021
14376,973,1019
14377,984,1021
14378,994,1020
14379,1003,1021
14380,1009,1021
14381,1007,1018
14382,1001,1012
14383,993,1012
14384,976,1011
14385,954,1012
14386,938,1011
14387,939,1008
14388,961,1009
14389,985,1013
14390,998,1012
14391,991,1008
14392,974,1010
14393,963,1006
14394,966,1007
14395,978,1008
14396,987,1011
14397,980,1011
14398,969,1013
14399,958,1008
14400,954,1007
14401,960,1009
14402,972,1013
14403,987,1011
14404,999,1009
14405,1004,1010
14406,1004,1011
14407,1012,1012
14408,1025,1011
14409,1028,1009
14410,1002,1011
14411,968,1009
14412,944,1008
14413,942,1010
14414,957,1012
14415,974,1012
14416,983,1013
14417,997,1011
14418,1003,1009
14419,999,1011
14420,982,1012
14421,973,1012
14422,970,1012
14423,969,1014
14424,970,1011
14425,974,1010
14426,982,1013
14427,993,1013
14428,1006,1013
14429,1012,1008
14430,1006,1009
14431,1003,1014
14432,1002,1017
14433,1010,1014
14434,1022,1011
14435,1028,1011
14436,1034,1010
14437,1042,1013
14438,1044,1014
14439,1033,1016
14440,1007,1017
14441,980,1014
14442,965,1010
14443,967,1015
14444,982,1017
14445,997,1016
14446,1006,1013
14447,1012,1015
14448,1015,1018
14449,1014,1018
14450,1017,1016
14451,1027,1015
14452,1035,1018
14453,1035,1016
14454,1026,1013
14455,1023,1014
14456,1024,1020
14457,1032,1022
14458,1047,1020
14459,1051,1018
14460,1036,1015
14461,1010,1018
14462,990,1021
14463,978,1018
14464,979,1019
14465,984,1021
14466,992,1020
14467,998,1018
14468,1010,1019
14469,1023,1020
14470,1035,1022
14471,1034,1020
14472,1023,1016
14473,1009,1022
14474,1005,1028
14475,1000,1028
14476,1001,1022
14477,1003,1019
14478,1008,1020
14479,1019,1025
14480,1025,1025
14481,1019,1022
14482,1004,1023
14483,992,1025
14484,992,1023
14485,1000,1024
14486,1016,1024
14487,1030,1024
14488,1041,1027
14489,1036,1022
14490,1013,1020
14491,979,1024
14492,971,1029
14493,993,1028
14494,1018,1025
14495,1019,1026
14496,997,1022
14497,989,1025
14498,1003,1024
14499,1024,1025
14500,1019,1027
14501,994,1025
14502,980,1020
14503,995,1020
14504,1017,1023
14505,1013,1025
14506,980,1022
14507,944,1018
14508,929,1019
14509,939,1023
14510,952,1026
14511,964,1025
14512,971,1021
14513,979,1020
14514,985,1022
14515,985,1024
14516,987,1024
14517,986,1023
14518,986,1025
14519,988,1024
14520,988,1020
14521,988,1022
14522,981,1025
14523,978,1027
14524,984,1024
14525,988,1021
14526,989,1023
14527,993,1025
14528,1002,1027
14529,1014,1025
14530,1033,1021
14531,1050,1023
14532,1060,1022
14533,1058,1020
14534,1042,1019
14535,1030,1020
14536,1033,1020
14537,1050,1016
14538,1075,1012
14539,1085,1014
14540,1075,1014
14541,1037,1012
14542,975,1010
14543,914,1010
14544,872,1013
14545,843,1013
14546,813,1013
14547,787,1014
14548,773,1015
14549,753,1016
14550,727,1013
14551,698,1018
14552,671,1020
14553,655,1024
14554,648,1025
14555,645,1020
14556,641,1022
14557,640,1026
14558,640,1033
14559,642,1036
14560,640,1039
14561,642,1040
14562,642,1042
14563,651,1043
14564,655,1042
14565,654,1045
14566,660,1047
14567,674,1048
14568,696,1045
14569,721,1049
14570,742,1050
14571,762,1051
14572,781,1048
14573,804,1043
14574,828,1041
14575,854,1045
14576,879,1044
14577,906,1039
14578,920,1033
14579,915,1035
14580,901,1035
14581,880,1033
14582,878,1031
14583,897,1031
14584,923,1032
14585,945,1030
14586,960,1026
14587,969,1028
14588,972,1030
14589,981,1031
14590,994,1027
14591,1012,1023
14592,1042,1020
14593,1084,1022
14594,1119,1020
14595,1119,1017
14596,1089,1017
14597,1056,1014
14598,1037,1015
14599,1045,1013
14600,1068,1015
14601,1082,1017
14602,1088,1018
14603,1097,1013
14604,1107,1009
14605,1116,1016
14606,1117,1017
14607,1121,1017
14608,1126,1013
14609,1135,1009
14610,1144,1011
14611,1152,1013
14612,1156,1015
14613,1161,1011
14614,1163,1010
14615,1167,1013
14616,1174,1013
14617,1175,1014
14618,1173,1013
14619,1170,1011
14620,1159,1010
14621,1158,1005
14622,1155,1005
14623,1162,1011
14624,1163,1014
14625,1162,1012
14626,1165,1009
14627,1174,1005
14628,1176,1006
14629,1176,1008
14630,1185,1007
14631,1193,1009
14632,1200,1009
14633,1206,1011
14634,1209,1009
14635,1208,1006
14636,1197,1007
14637,1187,1009
14638,1189,1007
14639,1198,1004
14640,1204,1003
14641,1203,1006
14642,1200,1010
14643,1199,1009
14644,1195,1006
14645,1189,1003
14646,1182,1006
14647,1187,1006
14648,1193,1006
14649,1196,1007
14650,1185,1011
14651,1176,1011
14652,1166,1005
14653,1163,1006
14654,1160,1007
14655,1156,1011
14656,1150,1010
14657,1142,1005
14658,1136,1006
14659,1129,1011
14660,1124,1013
14661,1123,1012
14662,1120,1007
14663,1112,1005
14664,1103,1009
14665,1099,1009
14666,1096,1009
14667,1096,1010
14668,1092,1013
14669,1087,1011
14670,1079,1009
14671,1076,1008
14672,1073,1010
14673,1068,1015
14674,1063,1012
14675,1061,1008
14676,1056,1009
14677,1053,1015
14678,1049,1017
14679,1048,1017
14680,1046,1013
14681,1044,1011
14682,1035,1014
14683,1030,1015
14684,1027,1014
14685,1028,1016
14686,1026,1018
14687,1019,1019
14688,1016,1017
14689,1025,1015
14690,1028,1016
14691,1027,1021
14692,1029,1018
14693,1038,1014
14694,1038,1015
14695,1034,1017
14696,1027,1022
14697,1020,1020
14698,1018,1016
14699,1023,1016
14700,1033,1017
14701,1024,1019
14702,1005,1020
14703,1003,1017
14704,1019,1019
14705,1029,1021
14706,1016,1019
14707,989,1017
14708,967,1018
14709,960,1016
14710,967,1016
14711,978,1015
14712,980,1013
14713,981,1018
14714,980,1022
14715,981,1023
14716,985,1020
14717,990,1016
14718,992,1017
14719,992,1020
14720,999,1021
14721,1004,1021
14722,1000,1022
14723,995,1022
14724,992,1021
14725,996,1020
14726,998,1018
14727,997,1018
14728,999,1021
14729,1001,1017
14730,1005,1015
14731,998,1016
14732,983,1021
14733,979,1024
14734,985,1020
14735,998,1015
14736,1001,1016
14737,996,1018
14738,988,1020
14739,984,1019
14740,988,1020
14741,987,1019
14742,983,1020
14743,984,1019
14744,989,1020
14745,1001,1019
14746,1004,1021
14747,1002,1016
14748,994,1016
14749,993,1015
14750,995,1019
14751,990,1023
14752,982,1021
14753,975,1018
14754,974,1016
14755,983,1021
14756,989,1023
14757,990,1021
14758,982,1018
14759,977,1019
14760,977,1019
14761,985,1019
14762,999,1019
14763,998,1022
14764,989,1023
14765,978,1021
14766,976,1021
14767,983,1024
14768,992,1030
14769,996,1029
14770,994,1024
14771,994,1021
14772,991,1022
14773,992,1024
14774,996,1025
14775,998,1022
14776,993,1022
14777,992,1024
14778,990,1024
14779,991,1023
14780,996,1021
14781,996,1021
14782,994,1025
14783,996,1022
14784,998,1021
14785,998,1022
14786,988,1028
14787,979,1030
14788,979,1026
14789,983,1024
14790,986,1021
14791,987,1026
14792,999,1026
14793,1013,1024
14794,1021,1024
14795,1021,1026
14796,1016,1024
14797,1007,1024
14798,994,1023
14799,978,1025
14800,968,1027
14801,969,1023
14802,979,1021
14803,988,1022
14804,993,1026
14805,993,1029
14806,997,1025
14807,1004,1021
14808,1006,1022
14809,1001,1024
14810,990,1026
14811,980,1023
14812,972,1024
14813,977,1024
14814,983,1021
14815,989,1020
14816,992,1024
14817,997,1027
14818,998,1023
14819,997,1020
14820,992,1021
14821,992,1023
14822,988,1029
14823,985,1027
14824,984,1025
14825,989,1024
14826,994,1024
14827,997,1025
14828,998,1024
14829,999,1025
14830,1001,1028
14831,1003,1027
14832,1003,1024
14833,1003,1026
14834,1005,1030
14835,1008,1028
14836,1010,1026
14837,1008,1025
14838,1008,1026
14839,1007,1030
14840,1009,1028
14841,1011,1025
14842,1010,1027
14843,1008,1025
14844,1004,1022
14845,1002,1022
14846,999,1026
14847,999,1030
14848,997,1028
14849,995,1022
14850,993,1021
14851,990,1026
14852,987,1028
14853,984,1023
14854,984,1021
14855,993,1024
14856,998,1023
14857,995,1025
14858,990,1025
14859,991,1027
14860,997,1027
14861,999,1024
14862,999,1022
14863,999,1026
14864,1004,1032
14865,1006,1028
14866,1005,1023
14867,1001,1024
14868,997,1027
14869,994,1025
14870,991,1026
14871,991,1028
14872,989,1029
14873,990,1027
14874,991,1025
14875,995,1026
14876,996,1030
14877,998,1028
14878,998,1026
14879,996,1023
14880,992,1026
14881,993,1029
14882,997,1025
14883,999,1028
14884,1003,1028
14885,1002,1028
14886,999,1023
14887,993,1026
14888,992,1032
14889,993,1031
14890,987,1027
14891,984,1023
14892,990,1026
14893,1005,1026
14894,1023,1025
14895,1046,1024
14896,1068,1028
14897,1090,1028
14898,1108,1027
14899,1126,1027
14900,1151,1031
14901,1182,1034
14902,1204,1031
14903,1229,1027
14904,1241,1027
14905,1235,1031
14906,1213,1031
14907,1185,1029
14908,1140,1035
14909,1065,1036
14910,991,1035
14911,945,1035
14912,924,1039
14913,921,1041
14914,927,1038
14915,940,1036
14916,950,1032
14917,952,1032
14918,952,1028
14919,956,1028
14920,962,1031
14921,961,1025
14922,955,1023
14923,953,1022
14924,956,1022
14925,957,1019
14926,956,1017
14927,953,1016
14928,957,1016
14929,965,1016
14930,970,1016
14931,976,1018
14932,976,1017
14933,971,1013
14934,969,1012
14935,972,1014
14936,968,1016
14937,966,1014
14938,966,1015
14939,968,1013
14940,964,1014
14941,960,1017
14942,962,1017
14943,965,1018
14944,967,1020
14945,966,1017
14946,962,1018
14947,962,1018
14948,963,1020
14949,972,1021
14950,974,1019
14951,973,1017
14952,974,1018
14953,976,1018
14954,980,1023
14955,982,1023
14956,979,1024
14957,976,1019
14958,973,1015
14959,971,1020
14960,972,1021
14961,977,1024
14962,980,1022
14963,979,1022
14964,977,1022
14965,979,1022
14966,981,1020
14967,982,1025
14968,979,1024
14969,980,1021
14970,984,1020
14971,984,1023
14972,984,1027
14973,987,1023
14974,984,1022
14975,982,1021
14976,982,1025
14977,982,1024
14978,986,1026
14979,988,1027
14980,985,1028
14981,981,1024
14982,979,1020
14983,979,1023
14984,984,1029
14985,989,1027
14986,989,1026
14987,988,1024
14988,985,1026
14989,988,1026
14990,990,1029
14991,993,1027
14992,992,1029
14993,994,1025
14994,991,1024
14995,996,1027
14996,998,1030
14997,1000,1029
14998,1002,1024
14999,999,1025
15000,996,1027
15001,996,1027
15002,1001,1027
15003,1006,1029
15004,1008,1032
15005,1009,1027
15006,1006,1024
15007,1005,1025
15008,1007,1031
15009,1007,1030
15010,1009,1029
15011,1010,1025
15012,1008,1027
15013,1010,1028
15014,1010,1029
15015,1014,1026
15016,1013,1030
15017,1016,1029
15018,1012,1028
15019,1011,1027
15020,1012,1032
15021,1014,1033
15022,1014,1029
15023,1012,1024
15024,1007,1026
15025,1009,1030
15026,1005,1031
15027,1008,1027
15028,1006,1030
15029,1003,1030
15030,1004,1029
15031,1003,1027
15032,1004,1027
15033,1004,1029
15034,1003,1032
15035,1000,1026
15036,1000,1026
15037,998,1028
15038,999,1031
15039,1002,1027
15040,999,1026
15041,1001,1028
15042,1000,1028
15043,999,1029
15044,998,1028
15045,1001,1031
15046,1000,1032
15047,998,1028
15048,996,1023
15049,995,1026
15050,996,1031
15051,997,1030
15052,1001,1026
15053,1000,1027
15054,1000,1025
15055,1002,1027
15056,1005,1028
15057,1009,1027
15058,1013,1027
15059,1017,1028
15060,1021,1027
15061,1022,1023
15062,1025,1025
15063,1031,1027
15064,1032,1025
15065,1035,1020
15066,1039,1018
15067,1043,1018
15068,1051,1021
15069,1062,1015
15070,1072,1013
15071,1075,1010
15072,1064,1009
15073,1052,1010
15074,1042,1005
15075,1033,1005
15076,1011,1005
15077,967,1002
15078,900,1001
15079,812,1002
15080,734,1004
15081,675,1008
15082,637,1007
15083,619,1004
15084,613,1005
15085,614,1011
15086,619,1013
15087,634,1011
15088,644,1014
15089,653,1017
15090,663,1020
15091,684,1022
15092,715,1024
15093,741,1026
15094,759,1030
15095,770,1028
15096,780,1025
15097,793,1029
15098,813,1036
15099,831,1039
15100,845,1033
15101,857,1027
15102,870,1026
15103,881,1031
15104,900,1030
15105,912,1029
15106,925,1027
15107,928,1028
15108,929,1027
15109,928,1023
15110,932,1024
15111,936,1025
15112,942,1024
15113,954,1021
15114,963,1022
15115,977,1025
15116,994,1028
15117,1011,1027
15118,1022,1025
15119,1024,1024
15120,1032,1025
15121,1039,1024
15122,1047,1026
15123,1054,1029
15124,1056,1029
15125,1058,1030
15126,1063,1028
15127,1068,1026
15128,1074,1030
15129,1082,1030
15130,1083,1031
15131,1085,1027
15132,1084,1030
15133,1083,1031
15134,1085,1033
15135,1086,1031
15136,1089,1031
15137,1093,1027
15138,1097,1030
15139,1101,1030
15140,1104,1031
15141,1108,1032
15142,1111,1035
15143,1113,1028
15144,1113,1026
15145,1116,1028
15146,1120,1032
15147,1124,1032
15148,1128,1032
15149,1130,1029
15150,1126,1031
15151,1130,1033
15152,1136,1033
15153,1140,1031
15154,1143,1032
15155,1144,1031
15156,1144,1029
15157,1146,1028
15158,1146,1035
15159,1151,1038
15160,1154,1032
15161,1154,1031
15162,1156,1030
15163,1155,1033
15164,1157,1033
15165,1158,1031
15166,1159,1033
15167,1157,1035
15168,1152,1032
15169,1154,1029
15170,1153,1028
15171,1152,1028
15172,1147,1032
15173,1143,1029
15174,1138,1025
15175,1135,1030
15176,1133,1032
15177,1133,1033
15178,1128,1028
15179,1121,1025
15180,1114,1025
15181,1109,1028
15182,1104,1027
15183,1105,1024
15184,1101,1028
15185,1096,1028
15186,1092,1024
15187,1085,1023
15188,1082,1027
15189,1079,1026
15190,1071,1025
15191,1065,1024
15192,1058,1026
15193,1053,1030
15194,1049,1028
15195,1046,1024
15196,1043,1024
15197,1039,1024
15198,1035,1023
15199,1033,1023
15200,1029,1028
15201,1028,1030
15202,1025,1028
15203,1020,1021
15204,1015,1025
15205,1015,1025
15206,1013,1026
15207,1013,1028
15208,1012,1028
15209,1008,1027
15210,1005,1026
15211,1001,1024
15212,1002,1024
15213,1000,1027
15214,1000,1026
15215,997,1025
15216,994,1022
15217,995,1028
15218,990,1033
15219,994,1030
15220,993,1025
15221,993,1022
15222,990,1025
15223,987,1026
15224,988,1026
15225,988,1028
15226,989,1027
15227,990,1023
15228,986,1021
15229,987,1026
15230,987,1027
15231,990,1026
15232,989,1026
15233,989,1028
15234,985,1025
15235,984,1022
15236,983,1023
15237,981,1027
15238,978,1026
15239,979,1023
15240,978,1024
15241,977,1028
15242,979,1029
15243,980,1026
15244,979,1025
15245,977,1026
15246,975,1025
15247,972,1024
15248,974,1028
15249,976,1033
15250,978,1031
15251,978,1026
15252,975,1024
15253,974,1027
15254,975,1028
15255,974,1027
15256,972,1029
15257,970,1027
15258,969,1025
15259,967,1026
15260,969,1029
15261,974,1029
15262,974,1027
15263,972,1024
15264,968,1027
15265,968,1031
15266,969,1028
15267,970,1028
15268,968,1028
15269,969,1027
15270,971,1023
15271,972,1027
15272,972,1029
15273,974,1030
15274,972,1025
15275,970,1027
15276,963,1028
15277,963,1025
15278,963,1025
15279,970,1027
15280,970,1026
15281,969,1023
15282,965,1021
15283,962,1023
15284,963,1022
15285,965,1025
15286,964,1027
15287,964,1023
15288,963,1021
15289,963,1023
15290,966,1025
15291,961,1024
15292,961,1025
15293,963,1023
15294,965,1022
15295,962,1024
15296,964,1022
15297,966,1023
15298,967,1023
15299,967,1020
15300,964,1020
15301,961,1023
15302,962,1024
15303,963,1025
15304,962,1022
15305,962,1022
15306,961,1022
15307,959,1021
15308,962,1024
15309,966,1027
15310,967,1027
15311,965,1021
15312,963,1021
15313,961,1024
15314,963,1024
15315,964,1023
15316,963,1027
15317,963,1029
15318,963,1021
15319,961,1023
15320,960,1026
15321,962,1027
15322,962,1027
15323,961,1024
15324,960,1028
15325,961,1027
15326,961,1027
15327,963,1027
15328,963,1028
15329,963,1023
15330,962,1022
15331,963,1028
15332,965,1031
15333,969,1030
15334,965,1029
15335,966,1029
15336,964,1023
15337,965,1024
15338,964,1030
15339,968,1033
15340,967,1030
15341,968,1025
15342,962,1025
15343,964,1029
15344,967,1028
15345,970,1028
15346,972,1033
15347,970,1032
15348,969,1028
15349,964,1029
15350,965,1031
15351,964,1030
15352,967,1029
15353,967,1025
15354,964,1027
15355,962,1032
15356,960,1028
15357,962,1026
15358,963,1029
15359,962,1028
15360,961,1026
15361,960,1024
15362,959,1029
15363,959,1032
15364,961,1031
15365,960,1026
15366,958,1023
15367,957,1024
15368,959,1027
15369,964,1026
15370,968,1024
15371,969,1029
15372,965,1030
15373,963,1029
15374,962,1028
15375,958,1029
15376,958,1030
15377,956,1026
15378,959,1024
15379,956,1026
15380,960,1032
15381,963,1030
15382,962,1030
15383,960,1025
15384,956,1028
15385,955,1031
15386,957,1026
15387,961,1027
15388,963,1031
15389,963,1030
15390,964,1028
15391,959,1027
15392,957,1029
15393,958,1028
15394,955,1026
15395,949,1024
15396,948,1022
15397,953,1026
15398,963,1029
15399,978,1028
15400,989,1023
15401,1004,1022
15402,1018,1025
15403,1034,1025
15404,1055,1024
15405,1074,1026
15406,1093,1028
15407,1113,1032
15408,1131,1029
15409,1152,1026
15410,1171,1028
15411,1180,1030
15412,1175,1032
15413,1155,1027
15414,1127,1027
15415,1096,1032
15416,1053,1041
15417,996,1041
15418,945,1042
15419,912,1041
15420,894,1042
15421,888,1043
15422,893,1044
15423,905,1044
15424,914,1049
15425,920,1044
15426,918,1037
15427,918,1035
15428,922,1039
15429,930,1041
15430,935,1043
15431,934,1036
15432,928,1033
15433,926,1036
15434,925,1039
15435,928,1037
15436,931,1030
15437,929,1027
15438,930,1028
15439,930,1031
15440,936,1028
15441,940,1026
15442,941,1026
15443,939,1028
15444,938,1026
15445,937,1025
15446,940,1028
15447,941,1030
15448,939,1028
15449,939,1023
15450,939,1022
15451,938,1024
15452,941,1027
15453,942,1026
15454,941,1023
15455,941,1023
15456,940,1023
15457,941,1022
15458,940,1022
15459,940,1022
15460,937,1023
15461,940,1025
15462,940,1021
15463,941,1021
15464,941,1024
15465,942,1025
15466,939,1024
15467,938,1021
15468,942,1021
15469,944,1024
15470,945,1025
15471,947,1023
15472,944,1024
15473,946,1025
15474,948,1023
15475,948,1021
15476,947,1024
15477,949,1026
15478,949,1029
15479,948,1025
15480,945,1021
15481,944,1023
15482,945,1028
15483,947,1029
15484,947,1025
15485,946,1023
15486,944,1025
15487,945,1030
15488,950,1028
15489,953,1027
15490,955,1026
15491,953,1026
15492,951,1024
15493,950,1023
15494,949,1024
15495,951,1031
15496,950,1031
15497,951,1025
15498,951,1025
15499,952,1027
15500,953,1030
15501,955,1028
15502,954,1026
15503,952,1026
15504,948,1028
15505,948,1029
15506,953,1028
15507,957,1030
15508,957,1032
15509,957,1030
15510,953,1024
15511,951,1028
15512,952,1033
15513,958,1035
15514,960,1031
15515,964,1028
15516,964,1029
15517,963,1030
15518,964,1029
15519,967,1030
15520,966,1033
15521,968,1033
15522,966,1026
15523,968,1025
15524,972,1031
15525,974,1033
15526,972,1031
15527,970,1025
15528,969,1027
15529,966,1032
15530,966,1034
15531,968,1033
15532,968,1033
15533,966,1033
15534,965,1030
15535,963,1028
15536,965,1031
15537,968,1033
15538,968,1033
15539,969,1029
15540,966,1029
15541,966,1031
15542,968,1031
15543,972,1031
15544,971,1033
15545,967,1033
15546,963,1032
15547,960,1030
15548,962,1032
15549,962,1034
15550,958,1034
15551,955,1029
15552,958,1029
15553,960,1032
15554,963,1036
15555,965,1035
15556,966,1032
15557,965,1032
15558,962,1031
15559,961,1032
15560,961,1030
15561,962,1036
15562,962,1035
15563,963,1032
15564,961,1029
15565,960,1032
15566,964,1034
15567,970,1032
15568,971,1031
15569,973,1033
15570,978,1031
15571,981,1030
15572,983,1032
15573,984,1031
15574,989,1032
15575,996,1029
15576,1002,1025
15577,1005,1027
15578,1008,1031
15579,1007,1026
15580,1005,1023
15581,1006,1021
15582,1005,1020
15583,1004,1015
15584,999,1009
15585,983,1011
15586,956,1008
15587,905,1003
15588,831,999
15589,750,1002
15590,679,1006
15591,624,1006
15592,593,1004
15593,589,1004
15594,590,1008
15595,591,1012
15596,599,1013
15597,613,1016
15598,631,1022
15599,656,1022
15600,683,1022
15601,705,1027
15602,724,1035
15603,746,1040
15604,767,1039
15605,791,1037
15606,814,1039
15607,829,1040
15608,843,1041
15609,855,1041
15610,860,1039
15611,870,1038
15612,878,1033
15613,883,1033
15614,893,1036
15615,902,1036
15616,910,1031
15617,916,1027
15618,925,1028
15619,935,1031
15620,948,1032
15621,964,1030
15622,976,1031
15623,985,1033
15624,996,1029
15625,1009,1030
15626,1019,1034
15627,1031,1034
15628,1036,1035
15629,1041,1032
15630,1047,1033
15631,1052,1036
15632,1056,1039
15633,1056,1035
15634,1056,1035
15635,1057,1034
15636,1057,1033
15637,1059,1034
15638,1062,1036
15639,1065,1039
15640,1069,1042
15641,1072,1037
15642,1074,1033
15643,1074,1035
15644,1076,1040
15645,1082,1041
15646,1086,1038
15647,1090,1037
15648,1093,1037
15649,1095,1039
15650,1098,1040
15651,1102,1038
15652,1105,1040
15653,1110,1040
15654,1113,1038
15655,1115,1039
15656,1115,1042
15657,1121,1045
15658,1123,1042
15659,1128,1038
15660,1127,1034
15661,1131,1040
15662,1136,1045
15663,1137,1042
15664,1139,1040
15665,1140,1043
15666,1138,1041
15667,1137,1041
15668,1136,1038
15669,1137,1040
15670,1137,1042
15671,1140,1041
15672,1141,1039
15673,1142,1041
15674,1141,1042
15675,1141,1044
15676,1139,1039
15677,1139,1036
15678,1135,1036
15679,1130,1040
15680,1128,1042
15681,1128,1040
15682,1126,1043
15683,1121,1041
15684,1120,1038
