sample #,MLII,V1
6264,1021.0,1021.0
6265,1026.0,1026.0
6266,1038.0,1038.0
6267,1048.0,1048.0
6268,1055.0,1055.0
6269,1056.0,1056.0
6270,1065.0,1065.0
6271,1077.0,1077.0
6272,1082.0,1082.0
6273,1080.0,1080.0
6274,1076.0,1076.0
6275,1067.0,1067.0
6276,1038.0,1038.0
6277,984.0,984.0
6278,904.0,904.0
6279,810.0,810.0
6280,734.0,734.0
6281,680.0,680.0
6282,651.0,651.0
6283,633.0,633.0
6284,624.0,624.0
6285,619.0,619.0
6286,621.0,621.0
6287,628.0,628.0
6288,646.0,646.0
6289,674.0,674.0
6290,701.0,701.0
6291,715.0,715.0
6292,728.0,728.0
6293,743.0,743.0
6294,759.0,759.0
6295,774.0,774.0
6296,790.0,790.0
6297,813.0,813.0
6298,830.0,830.0
6299,845.0,845.0
6300,857.0,857.0
6301,866.0,866.0
6302,879.0,879.0
6303,887.0,887.0
6304,896.0,896.0
6305,901.0,901.0
6306,907.0,907.0
6307,916.0,916.0
6308,926.0,926.0
6309,931.0,931.0
6310,934.0,934.0
6311,939.0,939.0
6312,950.0,950.0
6313,965.0,965.0
6314,981.0,981.0
6315,994.0,994.0
6316,1004.0,1004.0
6317,1010.0,1010.0
6318,1019.0,1019.0
6319,1027.0,1027.0
6320,1037.0,1037.0
6321,1045.0,1045.0
6322,1049.0,1049.0
6323,1052.0,1052.0
6324,1054.0,1054.0
6325,1061.0,1061.0
6326,1066.0,1066.0
6327,1071.0,1071.0
6328,1072.0,1072.0
6329,1075.0,1075.0
6330,1078.0,1078.0
6331,1082.0,1082.0
6332,1089.0,1089.0
6333,1092.0,1092.0
6334,1094.0,1094.0
6335,1095.0,1095.0
6336,1099.0,1099.0
6337,1107.0,1107.0
6338,1115.0,1115.0
6339,1120.0,1120.0
6340,1122.0,1122.0
6341,1124.0,1124.0
6342,1126.0,1126.0
6343,1131.0,1131.0
6344,1133.0,1133.0
6345,1135.0,1135.0
6346,1139.0,1139.0
6347,1144.0,1144.0
6348,1148.0,1148.0
6349,1153.0,1153.0
6350,1156.0,1156.0
6351,1161.0,1161.0
6352,1165.0,1165.0
6353,1166.0,1166.0
6354,1169.0,1169.0
6355,1168.0,1168.0
6356,1170.0,1170.0
6357,1171.0,1171.0
6358,1169.0,1169.0
6359,1170.0,1170.0
6360,1174.0,1174.0
6361,1174.0,1174.0
6362,1178.0,1178.0
6363,1170.0,1170.0
6364,1170.0,1170.0
6365,1165.0,1165.0
6366,1163.0,1163.0
6367,1158.0,1158.0
6368,1158.0,1158.0
6369,1156.0,1156.0
6370,1156.0,1156.0
6371,1149.0,1149.0
6372,1146.0,1146.0
6373,1145.0,1145.0
6374,1139.0,1139.0
6375,1135.0,1135.0
6376,1129.0,1129.0
6377,1122.0,1122.0
6378,1116.0,1116.0
6379,1113.0,1113.0
6380,1110.0,1110.0
6381,1103.0,1103.0
6382,1096.0,1096.0
6383,1091.0,1091.0
6384,1082.0,1082.0
6385,1077.0,1077.0
6386,1073.0,1073.0
6387,1069.0,1069.0
6388,1065.0,1065.0
6389,1057.0,1057.0
6390,1053.0,1053.0
6391,1049.0,1049.0
6392,1044.0,1044.0
6393,1038.0,1038.0
6394,1036.0,1036.0
6395,1035.0,1035.0
6396,1035.0,1035.0
6397,1031.0,1031.0
6398,1029.0,1029.0
6399,1029.0,1029.0
6400,1025.0,1025.0
6401,1020.0,1020.0
6402,1018.0,1018.0
6403,1014.0,1014.0
6404,1017.0,1017.0
6405,1016.0,1016.0
6406,1014.0,1014.0
6407,1011.0,1011.0
6408,1011.0,1011.0
6409,1009.0,1009.0
6410,1009.0,1009.0
6411,1002.0,1002.0
6412,1003.0,1003.0
6413,1001.0,1001.0
6414,1002.0,1002.0
6415,1007.0,1007.0
6416,1009.0,1009.0
6417,1006.0,1006.0
6418,1003.0,1003.0
6419,1005.0,1005.0
6420,1007.0,1007.0
6421,1011.0,1011.0
6422,1013.0,1013.0
6423,1008.0,1008.0
6424,1004.0,1004.0
6425,1004.0,1004.0
6426,1005.0,1005.0
6427,1006.0,1006.0
6428,1008.0,1008.0
6429,1008.0,1008.0
6430,1005.0,1005.0
6431,1003.0,1003.0
6432,1003.0,1003.0
6433,1003.0,1003.0
6434,1003.0,1003.0
6435,1003.0,1003.0
6436,1001.0,1001.0
6437,997.0,997.0
6438,998.0,998.0
6439,998.0,998.0
6440,1000.0,1000.0
6441,999.0,999.0
6442,996.0,996.0
6443,995.0,995.0
6444,997.0,997.0
6445,997.0,997.0
6446,998.0,998.0
6447,998.0,998.0
6448,995.0,995.0
6449,992.0,992.0
6450,994.0,994.0
6451,997.0,997.0
6452,1001.0,1001.0
6453,1001.0,1001.0
6454,998.0,998.0
6455,993.0,993.0
6456,992.0,992.0
6457,990.0,990.0
6458,993.0,993.0
6459,993.0,993.0
6460,989.0,989.0
6461,983.0,983.0
6462,983.0,983.0
6463,984.0,984.0
6464,988.0,988.0
6465,993.0,993.0
6466,993.0,993.0
6467,990.0,990.0
6468,990.0,990.0
6469,991.0,991.0
6470,993.0,993.0
6471,993.0,993.0
6472,993.0,993.0
6473,994.0,994.0
6474,996.0,996.0
6475,996.0,996.0
6476,999.0,999.0
6477,997.0,997.0
6478,998.0,998.0
6479,998.0,998.0
6480,999.0,999.0
6481,1001.0,1001.0
6482,1003.0,1003.0
6483,1002.0,1002.0
6484,999.0,999.0
6485,998.0,998.0
6486,1002.0,1002.0
6487,1003.0,1003.0
6488,1000.0,1000.0
6489,994.0,994.0
6490,989.0,989.0
6491,989.0,989.0
6492,992.0,992.0
6493,990.0,990.0
6494,989.0,989.0
6495,988.0,988.0
6496,987.0,987.0
6497,986.0,986.0
6498,985.0,985.0
6499,987.0,987.0
6500,989.0,989.0
6501,988.0,988.0
6502,987.0,987.0
6503,985.0,985.0
6504,988.0,988.0
6505,989.0,989.0
6506,987.0,987.0
6507,987.0,987.0
6508,985.0,985.0
6509,989.0,989.0
6510,990.0,990.0
6511,991.0,991.0
6512,992.0,992.0
6513,985.0,985.0
6514,979.0,979.0
6515,979.0,979.0
6516,977.0,977.0
6517,979.0,979.0
6518,982.0,982.0
6519,983.0,983.0
6520,985.0,985.0
6521,982.0,982.0
6522,983.0,983.0
6523,983.0,983.0
6524,985.0,985.0
6525,982.0,982.0
6526,983.0,983.0
6527,980.0,980.0
6528,980.0,980.0
6529,980.0,980.0
6530,983.0,983.0
6531,983.0,983.0
6532,978.0,978.0
6533,974.0,974.0
6534,970.0,970.0
6535,973.0,973.0
6536,979.0,979.0
6537,992.0,992.0
6538,1006.0,1006.0
6539,1021.0,1021.0
6540,1042.0,1042.0
6541,1064.0,1064.0
6542,1089.0,1089.0
6543,1110.0,1110.0
6544,1134.0,1134.0
6545,1159.0,1159.0
6546,1189.0,1189.0
6547,1219.0,1219.0
6548,1238.0,1238.0
6549,1241.0,1241.0
6550,1227.0,1227.0
6551,1197.0,1197.0
6552,1145.0,1145.0
6553,1065.0,1065.0
6554,989.0,989.0
6555,948.0,948.0
6556,936.0,936.0
6557,935.0,935.0
6558,946.0,946.0
6559,960.0,960.0
6560,969.0,969.0
6561,972.0,972.0
6562,968.0,968.0
6563,964.0,964.0
6564,963.0,963.0
6565,963.0,963.0
6566,962.0,962.0
6567,955.0,955.0
6568,955.0,955.0
6569,954.0,954.0
6570,950.0,950.0
6571,952.0,952.0
6572,957.0,957.0
6573,963.0,963.0
6574,963.0,963.0
6575,963.0,963.0
6576,963.0,963.0
6577,962.0,962.0
6578,964.0,964.0
6579,962.0,962.0
6580,961.0,961.0
6581,960.0,960.0
6582,962.0,962.0
6583,964.0,964.0
6584,964.0,964.0
6585,963.0,963.0
6586,962.0,962.0
6587,961.0,961.0
6588,962.0,962.0
6589,964.0,964.0
6590,966.0,966.0
6591,965.0,965.0
6592,964.0,964.0
6593,964.0,964.0
6594,964.0,964.0
6595,968.0,968.0
6596,972.0,972.0
6597,971.0,971.0
6598,969.0,969.0
6599,966.0,966.0
6600,968.0,968.0
6601,972.0,972.0
6602,976.0,976.0
6603,976.0,976.0
6604,974.0,974.0
6605,976.0,976.0
6606,976.0,976.0
6607,975.0,975.0
6608,978.0,978.0
6609,975.0,975.0
6610,974.0,974.0
6611,971.0,971.0
6612,973.0,973.0
6613,978.0,978.0
6614,983.0,983.0
6615,983.0,983.0
6616,986.0,986.0
6617,984.0,984.0
6618,985.0,985.0
6619,987.0,987.0
6620,986.0,986.0
6621,986.0,986.0
6622,989.0,989.0
6623,989.0,989.0
6624,990.0,990.0
6625,992.0,992.0
6626,993.0,993.0
6627,993.0,993.0
6628,995.0,995.0
6629,995.0,995.0
6630,994.0,994.0
6631,997.0,997.0
6632,999.0,999.0
6633,997.0,997.0
6634,996.0,996.0
6635,998.0,998.0
6636,1000.0,1000.0
6637,1001.0,1001.0
6638,1005.0,1005.0
6639,1004.0,1004.0
6640,1002.0,1002.0
6641,1000.0,1000.0
6642,1000.0,1000.0
6643,1001.0,1001.0
6644,1003.0,1003.0
6645,1002.0,1002.0
6646,999.0,999.0
6647,997.0,997.0
6648,994.0,994.0
6649,993.0,993.0
6650,993.0,993.0
6651,992.0,992.0
6652,994.0,994.0
6653,995.0,995.0
6654,996.0,996.0
6655,998.0,998.0
6656,998.0,998.0
6657,998.0,998.0
6658,999.0,999.0
6659,999.0,999.0
6660,1000.0,1000.0
6661,999.0,999.0
6662,1000.0,1000.0
6663,1002.0,1002.0
6664,1005.0,1005.0
6665,1005.0,1005.0
6666,1007.0,1007.0
6667,1005.0,1005.0
6668,1011.0,1011.0
6669,1011.0,1011.0
6670,1007.0,1007.0
6671,1003.0,1003.0
6672,998.0,998.0
6673,995.0,995.0
6674,996.0,996.0
6675,993.0,993.0
6676,991.0,991.0
6677,988.0,988.0
6678,985.0,985.0
6679,985.0,985.0
6680,992.0,992.0
6681,993.0,993.0
6682,992.0,992.0
6683,987.0,987.0
6684,988.0,988.0
6685,985.0,985.0
6686,987.0,987.0
6687,986.0,986.0
6688,986.0,986.0
6689,987.0,987.0
6690,987.0,987.0
6691,993.0,993.0
6692,997.0,997.0
6693,1000.0,1000.0
6694,1002.0,1002.0
6695,1002.0,1002.0
6696,1005.0,1005.0
6697,1008.0,1008.0
6698,1014.0,1014.0
6699,1015.0,1015.0
6700,1012.0,1012.0
6701,1011.0,1011.0
6702,1004.0,1004.0
6703,999.0,999.0
6704,1000.0,1000.0
6705,1009.0,1009.0
6706,1008.0,1008.0
6707,995.0,995.0
6708,980.0,980.0
6709,957.0,957.0
6710,916.0,916.0
6711,851.0,851.0
6712,777.0,777.0
6713,707.0,707.0
6714,646.0,646.0
6715,607.0,607.0
6716,593.0,593.0
6717,587.0,587.0
6718,584.0,584.0
6719,584.0,584.0
6720,596.0,596.0
6721,617.0,617.0
6722,640.0,640.0
6723,667.0,667.0
6724,687.0,687.0
6725,704.0,704.0
6726,721.0,721.0
6727,746.0,746.0
6728,772.0,772.0
6729,797.0,797.0
6730,816.0,816.0
6731,829.0,829.0
6732,839.0,839.0
6733,846.0,846.0
6734,859.0,859.0
6735,869.0,869.0
6736,875.0,875.0
6737,884.0,884.0
6738,891.0,891.0
6739,901.0,901.0
6740,914.0,914.0
6741,923.0,923.0
6742,932.0,932.0
6743,947.0,947.0
6744,960.0,960.0
6745,974.0,974.0
6746,985.0,985.0
6747,1003.0,1003.0
6748,1014.0,1014.0
6749,1024.0,1024.0
6750,1035.0,1035.0
6751,1045.0,1045.0
6752,1049.0,1049.0
6753,1052.0,1052.0
6754,1059.0,1059.0
6755,1061.0,1061.0
6756,1062.0,1062.0
6757,1064.0,1064.0
6758,1071.0,1071.0
6759,1075.0,1075.0
6760,1080.0,1080.0
6761,1083.0,1083.0
6762,1083.0,1083.0
6763,1085.0,1085.0
6764,1093.0,1093.0
6765,1098.0,1098.0
6766,1100.0,1100.0
6767,1102.0,1102.0
6768,1104.0,1104.0
6769,1105.0,1105.0
6770,1110.0,1110.0
6771,1111.0,1111.0
6772,1113.0,1113.0
6773,1114.0,1114.0
6774,1115.0,1115.0
6775,1122.0,1122.0
6776,1129.0,1129.0
6777,1134.0,1134.0
6778,1138.0,1138.0
6779,1139.0,1139.0
6780,1140.0,1140.0
6781,1142.0,1142.0
6782,1148.0,1148.0
6783,1151.0,1151.0
6784,1152.0,1152.0
6785,1152.0,1152.0
6786,1149.0,1149.0
6787,1152.0,1152.0
6788,1153.0,1153.0
6789,1153.0,1153.0
6790,1152.0,1152.0
6791,1150.0,1150.0
6792,1147.0,1147.0
6793,1147.0,1147.0
6794,1146.0,1146.0
6795,1145.0,1145.0
6796,1141.0,1141.0
6797,1137.0,1137.0
6798,1132.0,1132.0
6799,1128.0,1128.0
6800,1130.0,1130.0
6801,1128.0,1128.0
6802,1127.0,1127.0
6803,1120.0,1120.0
6804,1112.0,1112.0
6805,1110.0,1110.0
6806,1105.0,1105.0
6807,1099.0,1099.0
6808,1093.0,1093.0
6809,1087.0,1087.0
6810,1081.0,1081.0
6811,1076.0,1076.0
6812,1074.0,1074.0
6813,1067.0,1067.0
6814,1063.0,1063.0
6815,1055.0,1055.0
6816,1047.0,1047.0
6817,1041.0,1041.0
6818,1038.0,1038.0
6819,1039.0,1039.0
6820,1037.0,1037.0
6821,1033.0,1033.0
6822,1027.0,1027.0
6823,1024.0,1024.0
6824,1018.0,1018.0
6825,1016.0,1016.0
6826,1013.0,1013.0
6827,1008.0,1008.0
6828,1006.0,1006.0
6829,1005.0,1005.0
6830,1005.0,1005.0
6831,1003.0,1003.0
6832,1000.0,1000.0
6833,997.0,997.0
6834,991.0,991.0
6835,990.0,990.0
6836,989.0,989.0
6837,989.0,989.0
6838,987.0,987.0
6839,982.0,982.0
6840,979.0,979.0
6841,981.0,981.0
6842,986.0,986.0
6843,988.0,988.0
6844,988.0,988.0
6845,985.0,985.0
6846,983.0,983.0
6847,980.0,980.0
6848,985.0,985.0
6849,983.0,983.0
6850,981.0,981.0
6851,982.0,982.0
6852,983.0,983.0
6853,986.0,986.0
6854,985.0,985.0
6855,986.0,986.0
6856,983.0,983.0
6857,977.0,977.0
6858,974.0,974.0
6859,974.0,974.0
6860,976.0,976.0
6861,976.0,976.0
6862,977.0,977.0
6863,975.0,975.0
6864,976.0,976.0
6865,978.0,978.0
6866,978.0,978.0
6867,977.0,977.0
6868,978.0,978.0
6869,976.0,976.0
6870,976.0,976.0
6871,975.0,975.0
6872,974.0,974.0
6873,972.0,972.0
6874,971.0,971.0
6875,969.0,969.0
6876,969.0,969.0
6877,972.0,972.0
6878,972.0,972.0
6879,967.0,967.0
6880,967.0,967.0
6881,961.0,961.0
6882,959.0,959.0
6883,960.0,960.0
6884,962.0,962.0
6885,963.0,963.0
6886,965.0,965.0
6887,965.0,965.0
6888,969.0,969.0
6889,971.0,971.0
6890,975.0,975.0
6891,972.0,972.0
6892,968.0,968.0
6893,966.0,966.0
6894,966.0,966.0
6895,966.0,966.0
6896,971.0,971.0
6897,969.0,969.0
6898,965.0,965.0
6899,960.0,960.0
6900,962.0,962.0
6901,964.0,964.0
6902,966.0,966.0
6903,964.0,964.0
6904,963.0,963.0
6905,965.0,965.0
6906,964.0,964.0
6907,965.0,965.0
6908,968.0,968.0
6909,966.0,966.0
6910,966.0,966.0
6911,965.0,965.0
6912,964.0,964.0
6913,967.0,967.0
6914,970.0,970.0
6915,971.0,971.0
6916,970.0,970.0
6917,965.0,965.0
6918,966.0,966.0
6919,967.0,967.0
6920,970.0,970.0
6921,969.0,969.0
6922,966.0,966.0
6923,955.0,955.0
6924,960.0,960.0
6925,966.0,966.0
6926,968.0,968.0
6927,967.0,967.0
6928,963.0,963.0
6929,961.0,961.0
6930,962.0,962.0
6931,963.0,963.0
6932,966.0,966.0
6933,966.0,966.0
6934,967.0,967.0
6935,964.0,964.0
6936,962.0,962.0
6937,964.0,964.0
6938,969.0,969.0
6939,970.0,970.0
6940,971.0,971.0
6941,971.0,971.0
6942,967.0,967.0
6943,964.0,964.0
6944,968.0,968.0
6945,970.0,970.0
6946,971.0,971.0
6947,968.0,968.0
6948,966.0,966.0
6949,963.0,963.0
6950,967.0,967.0
6951,967.0,967.0
6952,966.0,966.0
6953,960.0,960.0
6954,956.0,956.0
6955,963.0,963.0
6956,967.0,967.0
6957,969.0,969.0
6958,969.0,969.0
6959,966.0,966.0
6960,962.0,962.0
6961,966.0,966.0
6962,965.0,965.0
6963,965.0,965.0
6964,966.0,966.0
6965,966.0,966.0
6966,965.0,965.0
6967,968.0,968.0
6968,970.0,970.0
6969,971.0,971.0
6970,971.0,971.0
6971,969.0,969.0
6972,965.0,965.0
6973,967.0,967.0
6974,966.0,966.0
6975,966.0,966.0
6976,966.0,966.0
6977,962.0,962.0
6978,963.0,963.0
6979,964.0,964.0
6980,964.0,964.0
6981,966.0,966.0
6982,970.0,970.0
6983,971.0,971.0
6984,968.0,968.0
6985,969.0,969.0
6986,970.0,970.0
6987,969.0,969.0
6988,968.0,968.0
6989,966.0,966.0
6990,967.0,967.0
6991,969.0,969.0
6992,972.0,972.0
6993,974.0,974.0
6994,973.0,973.0
6995,975.0,975.0
6996,978.0,978.0
6997,976.0,976.0
6998,976.0,976.0
6999,973.0,973.0
7000,977.0,977.0
7001,975.0,975.0
7002,974.0,974.0
7003,974.0,974.0
7004,976.0,976.0
7005,976.0,976.0
7006,976.0,976.0
7007,975.0,975.0
7008,973.0,973.0
7009,974.0,974.0
7010,974.0,974.0
7011,973.0,973.0
7012,972.0,972.0
7013,968.0,968.0
7014,967.0,967.0
7015,970.0,970.0
7016,971.0,971.0
7017,965.0,965.0
7018,962.0,962.0
7019,959.0,959.0
7020,960.0,960.0
7021,966.0,966.0
7022,967.0,967.0
7023,966.0,966.0
7024,960.0,960.0
7025,959.0,959.0
7026,958.0,958.0
7027,961.0,961.0
7028,963.0,963.0
7029,962.0,962.0
7030,960.0,960.0
7031,963.0,963.0
7032,971.0,971.0
7033,974.0,974.0
7034,975.0,975.0
7035,972.0,972.0
7036,971.0,971.0
7037,967.0,967.0
7038,964.0,964.0
7039,964.0,964.0
7040,964.0,964.0
7041,963.0,963.0
7042,966.0,966.0
7043,963.0,963.0
7044,962.0,962.0
7045,965.0,965.0
7046,964.0,964.0
7047,963.0,963.0
7048,964.0,964.0
7049,966.0,966.0
7050,963.0,963.0
7051,961.0,961.0
7052,967.0,967.0
7053,966.0,966.0
7054,964.0,964.0
7055,968.0,968.0
7056,966.0,966.0
7057,967.0,967.0
7058,967.0,967.0
7059,964.0,964.0
7060,962.0,962.0
7061,962.0,962.0
7062,961.0,961.0
7063,966.0,966.0
7064,978.0,978.0
7065,989.0,989.0
7066,998.0,998.0
7067,1014.0,1014.0
7068,1029.0,1029.0
7069,1049.0,1049.0
7070,1072.0,1072.0
7071,1089.0,1089.0
7072,1106.0,1106.0
7073,1123.0,1123.0
7074,1142.0,1142.0
7075,1166.0,1166.0
7076,1189.0,1189.0
7077,1199.0,1199.0
7078,1192.0,1192.0
7079,1175.0,1175.0
7080,1149.0,1149.0
7081,1115.0,1115.0
7082,1069.0,1069.0
7083,1010.0,1010.0
7084,957.0,957.0
7085,921.0,921.0
7086,902.0,902.0
7087,893.0,893.0
7088,893.0,893.0
7089,901.0,901.0
7090,909.0,909.0
7091,917.0,917.0
7092,922.0,922.0
7093,927.0,927.0
7094,932.0,932.0
7095,936.0,936.0
7096,941.0,941.0
7097,942.0,942.0
7098,937.0,937.0
7099,935.0,935.0
7100,937.0,937.0
7101,936.0,936.0
7102,938.0,938.0
7103,936.0,936.0
7104,934.0,934.0
7105,937.0,937.0
7106,940.0,940.0
7107,945.0,945.0
7108,950.0,950.0
7109,952.0,952.0
7110,949.0,949.0
7111,945.0,945.0
7112,946.0,946.0
7113,950.0,950.0
7114,954.0,954.0
7115,954.0,954.0
7116,951.0,951.0
7117,951.0,951.0
7118,955.0,955.0
7119,956.0,956.0
7120,955.0,955.0
7121,954.0,954.0
7122,956.0,956.0
7123,956.0,956.0
7124,957.0,957.0
7125,953.0,953.0
7126,951.0,951.0
7127,953.0,953.0
7128,955.0,955.0
7129,954.0,954.0
7130,958.0,958.0
7131,958.0,958.0
7132,959.0,959.0
7133,960.0,960.0
7134,958.0,958.0
7135,958.0,958.0
7136,958.0,958.0
7137,960.0,960.0
7138,961.0,961.0
7139,961.0,961.0
7140,963.0,963.0
7141,965.0,965.0
7142,966.0,966.0
7143,969.0,969.0
7144,966.0,966.0
7145,966.0,966.0
7146,964.0,964.0
7147,963.0,963.0
7148,962.0,962.0
7149,963.0,963.0
7150,964.0,964.0
7151,964.0,964.0
7152,964.0,964.0
7153,965.0,965.0
7154,971.0,971.0
7155,972.0,972.0
7156,971.0,971.0
7157,966.0,966.0
7158,970.0,970.0
7159,973.0,973.0
7160,977.0,977.0
7161,978.0,978.0
7162,977.0,977.0
7163,976.0,976.0
7164,976.0,976.0
7165,979.0,979.0
7166,979.0,979.0
7167,979.0,979.0
7168,975.0,975.0
7169,974.0,974.0
7170,975.0,975.0
7171,977.0,977.0
7172,981.0,981.0
7173,981.0,981.0
7174,981.0,981.0
7175,981.0,981.0
7176,979.0,979.0
7177,980.0,980.0
7178,986.0,986.0
7179,989.0,989.0
7180,991.0,991.0
7181,990.0,990.0
7182,989.0,989.0
7183,994.0,994.0
7184,995.0,995.0
7185,994.0,994.0
7186,995.0,995.0
7187,993.0,993.0
7188,991.0,991.0
7189,992.0,992.0
7190,992.0,992.0
7191,989.0,989.0
7192,991.0,991.0
7193,991.0,991.0
7194,994.0,994.0
7195,991.0,991.0
7196,993.0,993.0
7197,993.0,993.0
7198,991.0,991.0
7199,992.0,992.0
7200,992.0,992.0
7201,993.0,993.0
7202,994.0,994.0
7203,993.0,993.0
7204,990.0,990.0
7205,989.0,989.0
7206,987.0,987.0
7207,986.0,986.0
7208,989.0,989.0
7209,986.0,986.0
7210,986.0,986.0
7211,983.0,983.0
7212,979.0,979.0
7213,979.0,979.0
7214,979.0,979.0
7215,975.0,975.0
7216,973.0,973.0
7217,972.0,972.0
7218,975.0,975.0
7219,981.0,981.0
7220,982.0,982.0
7221,982.0,982.0
7222,980.0,980.0
7223,978.0,978.0
7224,978.0,978.0
7225,980.0,980.0
7226,983.0,983.0
7227,982.0,982.0
7228,981.0,981.0
7229,979.0,979.0
7230,983.0,983.0
7231,983.0,983.0
7232,985.0,985.0
7233,993.0,993.0
7234,997.0,997.0
7235,999.0,999.0
7236,1002.0,1002.0
7237,1006.0,1006.0
7238,1011.0,1011.0
7239,1016.0,1016.0
7240,1022.0,1022.0
7241,1022.0,1022.0
7242,1022.0,1022.0
7243,1022.0,1022.0
7244,1027.0,1027.0
7245,1032.0,1032.0
7246,1041.0,1041.0
7247,1045.0,1045.0
7248,1037.0,1037.0
7249,1031.0,1031.0
7250,1009.0,1009.0
7251,961.0,961.0
7252,885.0,885.0
7253,805.0,805.0
7254,732.0,732.0
7255,672.0,672.0
7256,630.0,630.0
7257,608.0,608.0
7258,602.0,602.0
7259,601.0,601.0
7260,601.0,601.0
7261,607.0,607.0
7262,622.0,622.0
7263,639.0,639.0
7264,658.0,658.0
7265,680.0,680.0
7266,701.0,701.0
7267,722.0,722.0
7268,747.0,747.0
7269,775.0,775.0
7270,797.0,797.0
7271,812.0,812.0
7272,825.0,825.0
7273,843.0,843.0
7274,861.0,861.0
7275,873.0,873.0
7276,886.0,886.0
7277,893.0,893.0
7278,901.0,901.0
7279,912.0,912.0
7280,921.0,921.0
7281,932.0,932.0
7282,942.0,942.0
7283,951.0,951.0
7284,960.0,960.0
7285,974.0,974.0
7286,992.0,992.0
7287,1005.0,1005.0
7288,1019.0,1019.0
7289,1025.0,1025.0
7290,1035.0,1035.0
7291,1041.0,1041.0
7292,1050.0,1050.0
7293,1055.0,1055.0
7294,1061.0,1061.0
7295,1067.0,1067.0
7296,1069.0,1069.0
7297,1077.0,1077.0
7298,1080.0,1080.0
7299,1087.0,1087.0
7300,1090.0,1090.0
7301,1094.0,1094.0
7302,1098.0,1098.0
7303,1103.0,1103.0
7304,1109.0,1109.0
7305,1108.0,1108.0
7306,1109.0,1109.0
7307,1109.0,1109.0
7308,1108.0,1108.0
7309,1112.0,1112.0
7310,1116.0,1116.0
7311,1117.0,1117.0
7312,1120.0,1120.0
7313,1124.0,1124.0
7314,1127.0,1127.0
7315,1131.0,1131.0
7316,1136.0,1136.0
7317,1138.0,1138.0
7318,1140.0,1140.0
7319,1144.0,1144.0
7320,1146.0,1146.0
7321,1148.0,1148.0
7322,1154.0,1154.0
7323,1159.0,1159.0
7324,1164.0,1164.0
7325,1163.0,1163.0
7326,1166.0,1166.0
7327,1167.0,1167.0
7328,1172.0,1172.0
7329,1173.0,1173.0
7330,1172.0,1172.0
7331,1171.0,1171.0
7332,1174.0,1174.0
7333,1178.0,1178.0
7334,1178.0,1178.0
7335,1179.0,1179.0
7336,1179.0,1179.0
7337,1175.0,1175.0
7338,1175.0,1175.0
7339,1179.0,1179.0
7340,1180.0,1180.0
7341,1178.0,1178.0
7342,1176.0,1176.0
7343,1172.0,1172.0
7344,1170.0,1170.0
7345,1169.0,1169.0
7346,1169.0,1169.0
7347,1167.0,1167.0
7348,1162.0,1162.0
7349,1158.0,1158.0
7350,1154.0,1154.0
7351,1148.0,1148.0
7352,1147.0,1147.0
7353,1143.0,1143.0
7354,1139.0,1139.0
7355,1134.0,1134.0
7356,1128.0,1128.0
7357,1120.0,1120.0
7358,1119.0,1119.0
7359,1110.0,1110.0
7360,1105.0,1105.0
7361,1098.0,1098.0
7362,1098.0,1098.0
7363,1093.0,1093.0
7364,1092.0,1092.0
7365,1086.0,1086.0
7366,1082.0,1082.0
7367,1078.0,1078.0
7368,1074.0,1074.0
7369,1072.0,1072.0
7370,1068.0,1068.0
7371,1066.0,1066.0
7372,1064.0,1064.0
7373,1057.0,1057.0
7374,1055.0,1055.0
7375,1053.0,1053.0
7376,1051.0,1051.0
7377,1049.0,1049.0
7378,1044.0,1044.0
7379,1041.0,1041.0
7380,1037.0,1037.0
7381,1036.0,1036.0
7382,1038.0,1038.0
7383,1038.0,1038.0
7384,1033.0,1033.0
7385,1028.0,1028.0
7386,1025.0,1025.0
7387,1025.0,1025.0
7388,1023.0,1023.0
7389,1021.0,1021.0
7390,1021.0,1021.0
7391,1018.0,1018.0
7392,1013.0,1013.0
7393,1013.0,1013.0
7394,1018.0,1018.0
7395,1016.0,1016.0
7396,1015.0,1015.0
7397,1017.0,1017.0
7398,1020.0,1020.0
7399,1022.0,1022.0
7400,1023.0,1023.0
7401,1020.0,1020.0
7402,1017.0,1017.0
7403,1018.0,1018.0
7404,1017.0,1017.0
7405,1018.0,1018.0
7406,1019.0,1019.0
7407,1018.0,1018.0
7408,1018.0,1018.0
7409,1016.0,1016.0
7410,1017.0,1017.0
7411,1015.0,1015.0
7412,1014.0,1014.0
7413,1013.0,1013.0
7414,1012.0,1012.0
7415,1011.0,1011.0
7416,1011.0,1011.0
7417,1015.0,1015.0
7418,1018.0,1018.0
7419,1029.0,1029.0
7420,1041.0,1041.0
7421,1050.0,1050.0
7422,1059.0,1059.0
7423,1066.0,1066.0
7424,1076.0,1076.0
7425,1081.0,1081.0
7426,1081.0,1081.0
7427,1084.0,1084.0
7428,1093.0,1093.0
7429,1101.0,1101.0
7430,1116.0,1116.0
7431,1129.0,1129.0
7432,1143.0,1143.0
7433,1154.0,1154.0
7434,1164.0,1164.0
7435,1180.0,1180.0
7436,1198.0,1198.0
7437,1210.0,1210.0
7438,1219.0,1219.0
7439,1230.0,1230.0
7440,1236.0,1236.0
7441,1244.0,1244.0
7442,1256.0,1256.0
7443,1273.0,1273.0
7444,1300.0,1300.0
7445,1324.0,1324.0
7446,1342.0,1342.0
7447,1359.0,1359.0
7448,1365.0,1365.0
